tweet_id,timestamp,rating_numerator,rating_denominator,name,dog_stage,source,retweet_count,favorite_count,breed
840632337062862849,2017-03-11 18:35:42+00:00,12,10,Maddie,puppo,iPhone,1972,9761,golden_retriever
840268004936019968,2017-03-10 18:27:58+00:00,12,10,Monty,Not_mentioned,iPhone,6497,20950,Chesapeake_Bay_retriever
839990271299457024,2017-03-10 00:04:21+00:00,13,10,Sojourner,Not_mentioned,iPhone,2597,14640,Staffordshire_bullterrier
839239871831150596,2017-03-07 22:22:32+00:00,13,10,Odie,Not_mentioned,iPhone,7422,29684,Leonberg
838952994649550848,2017-03-07 03:22:35+00:00,13,10,Not_given,Not_mentioned,iPhone,4505,21289,Not_mentioned
838921590096166913,2017-03-07 01:17:48+00:00,13,10,Arlo,Not_mentioned,iPhone,2357,12183,Border_terrier
838561493054533637,2017-03-06 01:26:54+00:00,13,10,Walter,Not_mentioned,iPhone,1504,11892,kelpie
838476387338051585,2017-03-05 19:48:43+00:00,13,10,Stanley,Not_mentioned,iPhone,5484,24664,Great_Pyrenees
838083903487373313,2017-03-04 17:49:08+00:00,13,10,Daisy,puppo,iPhone,3582,19183,chow
837820167694528512,2017-03-04 00:21:08+00:00,12,10,Not_given,pupper,iPhone,8952,37277,golden_retriever
837471256429613056,2017-03-03 01:14:41+00:00,12,10,Vincent,Not_mentioned,iPhone,2631,13967,Norwegian_elkhound
837366284874571778,2017-03-02 18:17:34+00:00,13,10,Lucy,puppo,iPhone,6005,23074,American_Staffordshire_terrier
837110210464448512,2017-03-02 01:20:01+00:00,13,10,Clark,pupper,iPhone,2731,17480,Siberian_husky
836260088725786625,2017-02-27 17:01:56+00:00,13,10,Lucy,Not_mentioned,iPhone,4850,23177,borzoi
836001077879255040,2017-02-26 23:52:43+00:00,13,10,Not_given,Not_mentioned,iPhone,4935,20924,Samoyed
835574547218894849,2017-02-25 19:37:50+00:00,11,10,Eli,puppo,iPhone,4121,19447,Staffordshire_bullterrier
835297930240217089,2017-02-25 01:18:40+00:00,12,10,Ash,Not_mentioned,iPhone,3381,17847,Rottweiler
835172783151792128,2017-02-24 17:01:22+00:00,12,10,Not_given,Not_mentioned,iPhone,6516,28552,Border_collie
834786237630337024,2017-02-23 15:25:23+00:00,13,10,Tobi,Not_mentioned,iPhone,6159,22943,Border_terrier
834458053273591808,2017-02-22 17:41:18+00:00,12,10,Chester,Not_mentioned,iPhone,1899,10512,Rhodesian_ridgeback
834209720923721728,2017-02-22 01:14:30+00:00,12,10,Wilson,Not_mentioned,iPhone,5476,22594,golden_retriever
834089966724603904,2017-02-21 17:18:39+00:00,10,10,Not_given,Not_mentioned,iPhone,2427,10971,Not_mentioned
833863086058651648,2017-02-21 02:17:06+00:00,12,10,Bentley,Not_mentioned,iPhone,2729,14661,kuvasz
833826103416520705,2017-02-20 23:50:09+00:00,13,10,Charlie,Not_mentioned,iPhone,3904,16728,Chihuahua
833722901757046785,2017-02-20 17:00:04+00:00,13,10,Bronte,Not_mentioned,iPhone,3636,22585,West_Highland_white_terrier
833479644947025920,2017-02-20 00:53:27+00:00,13,10,Poppy,Not_mentioned,iPhone,2357,16258,golden_retriever
833124694597443584,2017-02-19 01:23:00+00:00,12,10,Gidget,pupper,iPhone,5513,22133,Cardigan
832998151111966721,2017-02-18 17:00:10+00:00,13,10,Rhino,doggo,iPhone,2522,14549,boxer
832757312314028032,2017-02-18 01:03:09+00:00,13,10,Willow,Not_mentioned,iPhone,4127,18423,Cardigan
832682457690300417,2017-02-17 20:05:43+00:00,13,10,Not_given,Not_mentioned,iPhone,3368,13017,Not_mentioned
832636094638288896,2017-02-17 17:01:29+00:00,12,10,Orion,Not_mentioned,iPhone,3220,17379,Eskimo_dog
832397543355072512,2017-02-17 01:13:34+00:00,12,10,Eevee,puppo,iPhone,2548,13126,Pekinese
832369877331693569,2017-02-16 23:23:38+00:00,11,10,Charlie,puppo,iPhone,3652,18792,kelpie
832273440279240704,2017-02-16 17:00:25+00:00,14,10,Smiley,doggo,iPhone,2673,12385,Pembroke
832032802820481025,2017-02-16 01:04:13+00:00,12,10,Miguel,doggo,iPhone,4746,13887,whippet
831939777352105988,2017-02-15 18:54:34+00:00,12,10,Emanuel,doggo,iPhone,7031,26404,Pomeranian
831911600680497154,2017-02-15 17:02:36+00:00,14,10,Kuyu,Not_mentioned,iPhone,7458,30380,bloodhound
831670449226514432,2017-02-15 01:04:21+00:00,13,10,Daisy,Not_mentioned,iPhone,2059,11469,Pembroke
831650051525054464,2017-02-14 23:43:18+00:00,13,10,Not_given,Not_mentioned,iPhone,2243,7908,Eskimo_dog
831552930092285952,2017-02-14 17:17:22+00:00,13,10,Dutch,Not_mentioned,iPhone,2632,9872,Chihuahua
831322785565769729,2017-02-14 02:02:51+00:00,12,10,Pete,doggo,iPhone,1744,10042,Old_English_sheepdog
831315979191906304,2017-02-14 01:35:49+00:00,13,10,Not_given,pupper,Web Client,1264,7117,briard
831309418084069378,2017-02-14 01:09:44+00:00,12,10,Scooter,Not_mentioned,iPhone,2786,12819,Doberman
831262627380748289,2017-02-13 22:03:49+00:00,12,10,Tucker,Not_mentioned,iPhone,2350,13066,cocker_spaniel
830956169170665475,2017-02-13 01:46:03+00:00,12,10,Reggie,puppo,iPhone,1735,8735,kuvasz
830583320585068544,2017-02-12 01:04:29+00:00,13,10,Lilly,Not_mentioned,iPhone,19297,73397,Labrador_retriever
830097400375152640,2017-02-10 16:53:37+00:00,13,10,Samson,Not_mentioned,iPhone,3455,10804,toy_poodle
829861396166877184,2017-02-10 01:15:49+00:00,12,10,Mia,Not_mentioned,iPhone,2243,13441,Border_terrier
829501995190984704,2017-02-09 01:27:41+00:00,12,10,Leo,puppo,iPhone,12224,34913,French_bulldog
829449946868879360,2017-02-08 22:00:52+00:00,11,10,Not_given,doggo,iPhone,2329,11519,Labrador_retriever
829374341691346946,2017-02-08 17:00:26+00:00,13,10,Astrid,doggo,iPhone,10706,38074,Staffordshire_bullterrier
829141528400556032,2017-02-08 01:35:19+00:00,12,10,Malcolm,Not_mentioned,iPhone,8530,26952,golden_retriever
829011960981237760,2017-02-07 17:00:28+00:00,13,10,Dexter,Not_mentioned,iPhone,18627,58302,boxer
828408677031882754,2017-02-06 01:03:14+00:00,12,10,Bear,Not_mentioned,iPhone,1477,8398,Weimaraner
828381636999917570,2017-02-05 23:15:47+00:00,14,10,Doobert,doggo,iPhone,2554,13864,Bedlington_terrier
828376505180889089,2017-02-05 22:55:23+00:00,13,10,Beebop,Not_mentioned,iPhone,1216,8112,American_Staffordshire_terrier
828372645993398273,2017-02-05 22:40:03+00:00,12,10,Alexander,puppo,iPhone,3344,13756,malamute
828361771580813312,2017-02-05 21:56:51+00:00,12,10,Not_given,Not_mentioned,Web Client,195,2408,Not_mentioned
